浙江绿城绿发物业服务有限公司,500-1000人,民营公司,潍坊,物业保安主管,4.5-6千/月,[]
新东方大学事业部,150-500人,上市公司,广州-天河区,数学教师（考研）,1.5-2万/月,"['面试流程：无需出门，投递简历快速安排线上视频面试，在家即可拿offer。投递简历后请留意电话邮件的具体安排说明。', '工作内容：', '1、负责考研数学课程教授；', '2、积极参与学校和部门组织的培训、教研、讲座和会议等活动；', '3、配合部门主管完成其他相关行政工作。', '任职要求：', '1、功底扎实；表达能力强、语言流畅；', '2、对考试有深入的研究，充分了解命题规律；或在考试中取得过高分；', '3、有相关授课经验、参加过考试命题及阅卷工作者优先；', '4、善于调动课堂气氛，能够激发学生的学习热情；', '工作时间：根据课程安排进行授课', '工作地点：广州市内各校区', '【加入我们，您将能享受】', '薪酬待遇：新东方根据员工的工作职责提供业内富有竞争力的薪酬，并且每年对绩效表现持续优秀的员工保持有竞争力的薪酬增长', '七险一金：除了常规五险一金，我们还会帮您购买补充医疗保险和重大疾病保险，为您提供全方位的保障；', '礼金福利：享受逢年过节的节日费，生日、生育、结婚礼金，高温补贴等福利；', '带薪年假：新东方在国家规定年假基础上，根据司龄额外增加5-10天年假；', '年度调薪：教师岗位每年享受2次调薪机会，其他岗位每年享受1次调薪机会；', '年度旅游：新东方为员工提供年度旅游项目，按照司龄提供不同额度的旅游津贴，国外旅游还提供额外津贴；', '部门团建：新东方为各部门提供月度活动费用，由部门自由组织丰富团建活动，还有女神节、粽子节、圣诞节等丰富节日员工活动等你来玩；', '免费体检：新东方为保障员工身体健康，每年为全体员工提供一次免费全面健康检查，另外员工家属体检还享有内部优惠，关注员工自身同时关心家人健康；', '报班优惠：在新东方报读课程，员工本人享受5折甚至免费报班优惠，亲戚朋友享受8折报班优惠，不限城市！全国新东方学校通用！', '【加入我们，您将能体验】', '广阔发展空间：我们为您提供不同的职业发展方向，专业线/职能管理线双向选择，90%以上管理人员来自内部晋升；', '快速成长通道：为不同发展阶段的员工提供对应的培养计划，助你扫清晋升障碍，更为优秀员工提供免费出国进修机会；', '外拓游学机会：更有机会作为国际游学营领队，派驻世界各地进行短期工作（欧洲、北美、澳洲等多个地区）。']"
合肥跃阶信息科技有限公司,50-150人,创业公司,合肥-瑶海区,阿里巴巴项目代表,0.8-1万/月,"['新项目启动欢迎有志向青年加入，有无销售经验者皆可。愿意从零开始，热爱销售这份工作岗位职责：', '1、负责公司产品的销售及推广；', '2、根据市场营销计划，完成部门销售指标；', '3、开拓新市场,发展新客户,增加产品销售范围；', '4、负责辖区市场信息的收集及竞争对手的分析；', '5、负责销售区域内销售活动的策划和执行，完成销售任务；任职资格：', '1、18到36周岁，形象气质佳，愿意吃苦；', '2、心态乐观积极，愿意结交朋友；', '3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；', '4、有责任心，能承受较大的工作压力；', '5、有团队协作精神，善于挑战。', '薪资福利：', '1、底薪3500+提成＋奖金+补助+年终奖，业绩突出者月收入过万，上不封顶！', '2.\xa0极具竞争力的奖励制度——当日奖、月度奖、年终奖；', '3、带薪系统培训，工作是以团队的方式去开展，新人还有师傅1+1实践学习带你到转正为止。', '4、有年终奖，享有父母津贴。', '5.\xa0公平、公正、公开的发展平台，', '广阔的发展空间晋升制度；', '1，面试通过后，15天享受在职带薪培训学习（理论与实际相结合，业务主管带领学习），公司实行一对一的带，手把手的教；第二个月免费参加管理干部培训，提升“”者为领队，；领队中实力卓越者升为主管；当主管有一定管理团队的经验和能力后，业绩突出者升任副经理；副经理带出了自己的团队后升为分公司经理，升带分公司经理后，公司立马新开一个分公司,由分公司经理去管理，全权负责！能者上，平着上，庸者下，公司所有晋升机制都是透明化的！', '2.销售业务员——销售副主管——销售主管——副经理——经理', '工作时间：周一至周六早上8点半到下午6点半，单休，10到15天年假。']"
西安爱动体育文化发展有限公司,50-150人,民营公司,西安,诚聘羽毛球教练,6-8千/月,"['\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0']"
广东好顾家超市有限公司,50-150人,民营公司,广州-番禺区,超市APP推广专员,0.8-1.2万/月,"['工作内容：', '1、 超市APP的推广服务内容；', '2、采取点位推广和散推两种方式，每日参加服务内容会议，明确当日拉新客户的服务需求目标，以及拉新的流程，领取赠品；', '3、指引顾客下载APP，完成购买，确认后送出赠品；', '4、每日统计拉新客数；', '5、需要帮助团队招募新成员，有大额人员招募奖励。', '该服务岗位拥有巨大的发展空间，为服务岗位设置了不同级别的高级岗，只要你能够完成自己业绩成果，并有辅导他人达成更高业绩的能力和想法。', '服务技能要求：', '1、 热爱销售行业，善于与人打交道；', '2、有目标感，能够为达成目标主动想各种办法；', '3、勤奋、吃苦耐劳；', '4、有成为团队管理者、销售管理者目标和想法者优先。', '薪资：基本工资2800+住房400及餐饮补贴520（6月份暂不设业绩门槛，但是要参加1个月培训）', '新人奖励：7月23日前入职参加培训即可每日有额外100元补助', '食宿：食宿自理，上班时间早9--晚7 中午休息2个小时 ,入职前三个月享有保底工资6000元，超过拿保底以上', '工作业绩突出者可经过考核晋升为领队，享受团队提成。', '工作地点：（广州区域就近安排，先入职可以先安排）']"
广州昌兴人力资源有限公司,150-500人,民营公司,广州-黄埔区,诚聘办公室文员招聘专员上六休一,4-8千/月,"['招贤纳士，欢迎志同道合的朋友一起加入我们！ 招聘专员，驻厂文员，领队 招聘职位、要求： 1、网络招聘人员30名。 2、公众号、网站运营专员2名。 3、驻厂管理员10名 4、领队10名  公司提供资源招聘，如：一线普工，文职销售，寒暑假工，校企合作等招聘项目。 岗位职责：★（主要是互联网网络招聘） 1.主要负责为公司合作的企业单位进行招聘信息的发布 2.负责接听招聘电话，并邀约投递简历的求职者到企业进行面试入职，并解决求职者的疑虑 3.执行完成好上级安排的各工作事项  工作时间： 早上8点到下午5点。（做六休一） 要求：高中,中专及以上学历，形象良好，口齿清楚，普通话标流利，要有上进心， 会运用OFFICE等办公软件 ，首要条件，做事认真负责！  工作内容： 1、网络招聘：负责网络招聘网，整理收集求职者简历，推送岗位信息给求职者。 2、公司文员：负责公司综合日常事务公司。 晋升方向； 1、招聘专员——招聘主管——招聘经理——片区经理——片区总监 2、有能力者一年内即可晋选招聘经理，月薪万元以上！  福利待遇： 薪资待遇：底薪+绩效提成，综合工资4000-10000，有能力者可达更高，上不封顶 底薪+累计提成+达标奖励+额外津贴，提成是逐月累计（每个月累计）， 上不封顶，月入3800-12000元不等。 公司文化： 1、凡法定的节假日都安排休假。 2、旅游：公司每年安排全体员工旅游两次。 3、年终奖：年终奖最少为两倍工资，上不封顶。']"
武汉莘禾艺术有限责任公司,50-150人,民营公司,武汉-洪山区,高薪服务员包吃住,0.8-1万/月,"['应聘人员要求：', '1、自觉遵守公司内的各项规章制度，工作安排;', '2、熟知公司内提供的饮品、小吃、点心等及特点；', '3、接待顾客应主动、热情、礼貌、耐心、周到；', '4、运用礼貌言语，为客人提供较佳服务；', '5、善于向顾客介绍和推销；', '6、配合领队工作，服从领班或以上领导指挥，团结及善于协助同事工作；', '薪资待遇：', '1、保底1万+30%提成+高奖金，另公司包食宿，宿舍配有空调、热水器及洗衣机等；', '2、工作时间下午6点至凌晨2点，月休4天，包吃住；', '3、公司直招绝对真实正规，郑重承诺不收取任何费用，可到公司实地考察！\xa0']"
杭州笃行体育文化有限公司,少于50人,民营公司,杭州-富阳区,体育教练,4.5-6千/月,"['岗位职责：', '1、负责学员的日常训练工作（无专项经验者亦可，公司将提供培训）；', '2、根据不同年龄关制定教学计划，丰富教学内容，保证教学质量；', '3、负责与家长建立良好的沟通，持续完善服务；', '4、参与并组织招生推广等活动。', '任职要求：', '1、热爱体育事业，无不良社会行为记录；', '2、22-35周岁，大专及以上学历，大学院校体育相关专业应届、往届毕业生；', '3、为人真诚守信、性格开朗、工作务实、善于沟通；', '4、具备良好的专业知识和技能，有教练员证书者优先考虑；']"
大连达硕商贸有限公司,少于50人,民营公司,大连-西岗区,导游,4.5-6千/月,"['1.协调领队、司机等各方面接待人员加强合作，做好旅行各站的接待工作;', '2.配合、督促地方接待单位安排好旅游者的食、宿、交通和参观、游览活动，照顾好客人的生活起居;', '3.维护旅游者的人身和财物安全，处理好各类突发事件，并能提供与之相关的延伸服务;', '4.耐心解答旅游者提出的问题，及时反馈旅游者的意见和要求。', '任职要求：', '1.要求身体状况良好、外貌端正、活泼开朗、普通话标准、语言表达能力强，有较强的组织应变能力及较强的服务意识', '2.\xa0具有较强的事业心、责任感、团队合作和奉献精神。肯吃苦耐劳', '3.负责团队接待记录及团队反馈；处理团队突发状况或意外事件；维护本公司良好形象和声誉；完成上级领导安排的其它工作\xa0']"
合肥永筑房地产营销策划有限公司,50-150人,民营公司,杭州-萧山区,房地产销售经理,2-2.5万/月,"['1.组织.领导销售队伍完成销售目标', '2.两年房地产销售管理经验', '3.有很强的责任感，团队的领队能力及新人培训能力，有一定的市场敏锐度。']"
四川链家房地产经纪有限公司,10000人以上,民营公司,成都-成华区,导游转岗进--销售无要求+无责底薪5500F房产销售,0.6-1.2万/月,"['1、国家全日制统招本科以上学历，市场营销及工商管理专业优先；', '2、年龄20周岁及以上，接受专科大三实习生，本科大四实习生；', '3、形象阳光向上，具备较强的逻辑思维能力和沟通能力；', '4、诚实守信、勤奋主动，具有高度的工作热情和团队合作意识。', '1、通过参加公司带薪培训，提升业务技能及专业知识；', '2、利用“贝壳app”浏览公司房源信息与客户资源，进行匹配、约看；开发房源和客户资源，并展开有效跟进；', '3、与客户沟通、预约看房、拜访、洽谈、谈判，达成业务成交；', '4、对合同签署、过户手续、贷款申请等提供专业性服务。', '【福利待遇】', '2：平均每季度一次的晋升机会，凭借自己的能力走上管理层（经纪人→店经理→商圈经理→区董→营业总监→分公司总经理）；', '3：成为链家精英社成员获得每年一次的国外协亲人免费旅游；', '4、全面房产业务知识培训(房地产法规，交易按揭流程，营销实战技巧等)，专人一对一指导，老经纪人带新人；', '5：带薪年假，不定期的团队出游，还有各种链家足球赛，篮球赛，集体婚礼，相亲会与你有约；', '6：日常节日福利(春节、端午、中秋等均有礼品)；', '1、师傅带教：每位新员工均有师父一对一指导，助您轻松入行；', '2、公司培训：完善的培训体系助您全面提升个人能力；', '3、人脉积累：接触更多上层成功人士，获得更多发展机会，打下扎实人脉基础。', '1、经纪人在链家的发展可以选择职业经纪人的专家路线（A0--A10）或管理路线', '2、管理路线：', 'A房地产经纪人--M店经理--S商圈经理--D营销总监--U城市分公司总经理', '3、其他路线：A房地产经纪人--职能专员--职能主管--部门经理--中心总监--副总裁（--分公司事业部）', '（所有管理岗位均由从内部员工竞聘产生）', '工作地址：成都市内就近安排', '附近公交站： 8/70/79/77/165等至清水河站；100/805/809/111至清水河站（或二环路龙腾路口站）下车；也可乘坐K1/K2线在少陵路口站下车。']"
山东尼文商贸有限公司,少于50人,民营公司,济南,摄影俱乐部运营负责人,4.5-6千/月,"['职责说明： ', '1、负责活动策划及执行（俱乐部活动）； ', '2、负责活动总结报告并提出可行性建议； ', '3、负责俱乐部网站、微信、杂志的相关内容编撰； ', '任职资格： ', '1、 有过摄影俱乐部策划，宣传，对外联络经验 ', '2、 形象气质佳，可以独立完成活动的领队工作； ', '3、 沟通能力和开拓能力突出，工作积极主动； ', '4、 须备良好的沟通、协调执行能力； ', '5、 有策划经验、执行力强； ', '6、 具有一定摄影功底，具有市场营销和客户服务意识； ', '7、 有旅行社、公关广告公司工作经验者优先； ']"
湖北省大美环宇国际旅行社有限公司,50-150人,民营公司,武汉-洪山区,导游,6-8千/月,"['1、负责团队全程的领队和导游工作;\xa0', '2、负责旅游团各环节衔接,协调,监督接待计划的实施;\xa0', '3、向客人提供高水准的专业领队服务,与客人维持良好的关系,及时跟进,并向公司及时反馈客户信息;\xa0', '4、有处理紧急事件的能力,协调团队各方关系,顺利完成接待工作。\xa0 ', '任职资格：\xa0', '1、普通话标准,语速适中,形象气质佳；', '2、持有国家正规导游证,或导游培训从业实操经验;', '3、具有较强责任心及服务意识,有较强的组织能力、协调能力及应变能力;\xa0', '4、具有良好的语言表达能力;', '5、旅游管理、历史、地理等相关专业优先 。', '薪资：无责底薪3200+提成+出团补贴+超长带薪年假', '上班时间：8：00-11:30 \xa0 14:00-18：00']"
深圳市盛唐联合投资有限公司,150-500人,民营公司,深圳-福田区,行程策划员,0.8-1.2万/月,"['岗位职责：', '    7、妥善处理旅途中发生的各类问题。', '岗位要求：', '            4、能吃苦耐劳，善于掌握客户心理，同时要具有团队合作精神。']"
成都勤以致业商贸有限公司,500-1000人,民营公司,成都-金牛区,销售+底薪5000+无经验要求+包住宿+晋升,0.5-1万/月,"['本公司郑重承诺，所有岗位入职不收取任何费用，住宿不收取任何费用，公司免费培训，敬请求职者周知：', '销售代表—销售领队—销售主管—副经理—区域总经理']"
广州市知途旅行社有限公司,少于50人,民营公司,广州-天河区,专职导游,6-8千/月,"['岗位职责：', '  1、负责整个旅行团队的旅行管家全程服务工作（我社均是独家个性路线，没有地接）；', '  2、不断优化路线的安排；', '  3、策划个性路线；', '4、维护客户关系，保持在旅行前后与客户的交流（客户跟我们走了十多年，我们不是做一锤子买卖）', '要求：', '有意者可从知途旅行社公众号了解我们。']"
中海地产（华南区）,1000-5000人,国企,珠海-珠海保税区,招商经理,1.5-2万/月,"['（1）按公司发展策略落实部门各项招商工作', '?\xa0根据公司经营定位、市场调研、客户约访情况，编制品类的平面规划、品类规划，品牌组合，积极开展招商工作。', '?\xa0完成品类搭建，并根据实际进度对品牌组合进行调整。', '?\xa0负责公司的招商工作，对各项业务的洽谈、签约工作进行管理、协调、指导、监督、审核。', '?\xa0负责为公司重大经营决策提供信息、方案和建议。', '（2）落实招商执行工作', '?\xa0负责品类的招商进度的控制，带领队伍在规定时间完成招商工作.', '?\xa0在招商过程中对品牌品类进行管控，确保项目定位完成。', '?\xa0负责制订本部各阶段工作计划，布置和安排本部各项工作有计划开展。', '?\xa0独立规划业务工作，及时分析市场动态，在招商活动中发现和处理问题。', '（3）\xa0关注市场动向,持续品牌拓展', '?\xa0关注主流品牌的市场动向与市场拓展，积极拓展、挖掘新品牌，优化品牌组合，并根据市场和竞争对手情况，提出应对策略。', '?\xa0积极储备客户资源，为品牌调整提供资源。负责组织市场调查，预测市场发展趋势，并针对市场的变化和竞争的需要提出应对策略。', '?\xa0负责整体规划和市场布局，确定公司的经营档次定位和经营商品类别。', '?\xa0负责市场日常商户管理，协调沟通商户关系。', '（4）团队建设与管理', '?\xa0完成团队成员招商工作的跟进和协助，提高部门每位招商成员的业务能力。', '?\xa0负责开展本部门员工业务的培训，指导和帮助本部门员工的工作，不断强化和提高员工的素质。', '?\xa0负责组织考核和考评本部门员工，调动员工工作积极性，增强本部门员工的凝聚力。', '?\xa0负责指导本部门员工对招商合同的管理、建档、查询工作。', '任职资格：', '1.教育背景（学历/专业）:市场营销，工商管理，经济学等相关专业全日制本科以上学历。', '2.行业经验:5-8年相关工作经验，熟悉商业地产行业情况，了解商业项目招商流程，了解中高端商业品牌，可全程参与项目市场调研、前期定位规划、招商策略制定，组织实施招商。', '3.技能技巧:：熟练掌握各种办公软件。', '4.态度:工作积极认真、有较强的责任心和良好的服务意识，有较好的团队合作精神。']"
深圳市大朋友教育科技有限公司,150-500人,民营公司,深圳-罗湖区,小初英语老师(双休，包住宿）,15-20万/年,"['岗位职责:   ', '1、从事英语3-15岁教学工作； （K12）  ', '2、实施授课计划（开展教学、培训活动，并保证教学质量）；    ', '3、帮助学生提高学习兴趣，让学生养成良好的学习习惯；    ', '4、参加学科教研活动，提高教研水平，提供高质量的教学服务；    ', '5、跟学员以及家长保持良好的沟通反馈，完成续班工作。', '6、配合部门和校区日常工作!', '    ', '任职资格:   ', '1、全日制统招本科及以上学历，师范类英语专业，通过专八者优先考虑；普通话、英语发音标准，语言表达清晰流畅；    ', '2、热爱教育事业，喜欢孩子，愿意在教育行业长期发展；   ', '3、有较强的沟通能力，善于与家长和学员进行沟通，服务意识强，能够从学员或家长的角度思考和处理问题；', '4、有较强的团队合作精神，能够与他人有效配合完成学校布置的教学教研任务，应变能力强，富有影响力和感染力；    ', '5、有授课经验、有国际考试项目经验以及拥有教师资格证、TKT证书、普通话等证书持有者优先考虑；   ', '6、性格活泼，语言驾驭能力强，有强烈的成就欲优先录用。', '    ', '薪酬福利：', '? 薪资水平：10K-15K，根据师训及授课情况而定，以及续班奖、年终奖金；', '? 优秀平台：充满激情的工作氛围，与优秀牛人共事的机会，不断学习成长的平台，广阔的发展空间与实现梦想的舞台；', '? 全面保障：免费提供独栋院落式住宿，购买 “五险”（养老、医疗、失业、工伤、生育保险）、“一金”（住房公积金）；', '? 年度福利：享受逢年过节的节日费，生日、生育、结婚礼金，年度体检，年度旅游等多项福利；', '? 拓展活动：包括足球、篮球、羽毛球等形式多样的体育活动，团建活动，年度晚会及户外拓展等；', '? 培训制度：提供多种带薪培训（包括岗前培训、衔接培训、管理能力培训等专业培训）和广阔的职业发展空间；', '? 报班优惠：员工孩子终身免费上课，员工家属享受优惠折扣，不限科目，各校区通用；', '? 出国机会：更有机会作为国际游学营领队，派驻世界各地进行短期工作（欧洲、北美、澳大利亚等多个国家）。    ', '公司简介:    ', '大朋友教育集团是深圳K12教育领域的典范，专注做名校升学及英语素质教育，是深圳区域优秀学子的聚集地，形成了口碑相传的品牌效应。下设三个子品牌：百外升学——深圳市权威升学品牌；大朋友英语——让孩子放心就读10年的英语素质教育品牌；美国想象力英语——启蒙英语打开孩子的英语听说能力。', '大朋友教育集团目前员工人数120+人，校区分布在罗湖，福田，龙华，龙岗四个区，拥有六家校区，目前学员3500名左右，其中罗湖两家校区学员2000+，目前公司招生渠道资源广，生源稳定，口碑认可度高，欢迎各位优秀的老师，想在教育行业大展拳脚的有志之士加入大朋友，期待您的了解以及应聘。']"
广东腾业实业发展集团有限公司,1000-5000人,民营公司,异地招聘,保安经理,6-8千/月,"['1、全面负责区域内的消防、保安工作，对消防设施、监控设施定期维护；', '2、建立完备的保安制度，严格执行，确保正常安全的办公秩序；', '3、建立健全队员值班、考勤和请销假制度，并负责对本队队员岗位考评工作，每月定期向经理汇报；', '4、负责组织本队队员学习政治和业务知识，及时贯彻落实项目的各项指示精神，认真研究落实各项工作要求，带领队员积极做好项目的安全防范工作；', '5、和地方消防安全部门、派出所建立良好的合作关系。', '任职资格', '1、有1-3年以上同岗位工作经验；', '2、具有保安队伍管理经验，纪律性、执行力及组织能力强，有高度责任感，服从管理；', '3、身体健康，无不良记录，有退伍证；武警、消防及特种兵，或在部队带过兵者优先录用。']"
江西景泰测绘有限公司,少于50人,民营公司,南昌-西湖区,测绘项目经理,0.8-1万/月,"['1、能熟练操作RTK、全站仪、水准仪及其他测绘仪器设备。', '2、能熟练使用CAD、CASS软件；会ArcGIS或MapGIS软件者优先录用。', '3、会Excel和Word文档编辑。', '4、有C1驾驶证优先录用。', '5、试用期1-2个月。', '6、休息日实行调休制。', '7、项目经理除以上基本技能外，还需要熟练掌握和懂得技术设计、标书、成果报告的编制与审核。', '8、具有团结带领队伍的综合管理能力。', '9、熟悉测绘行业的法律法规与标准，能够基本做到知晓这些法律法规与标准的应用。']"
深圳市关键词教育股份有限公司广州分公司,50-150人,民营公司,广州-增城区,教学主管,0.8-1万/月,"['关键词教育在英国于2007年成立，长年致力于英语培训、海外游学等多种国际教育项目。关键词教育与世界各大教育出版社均有深度学术合作，并在2018年辅助美国国家地理学习编写《Look》系列教材。同时，关键词教育还辅助培生国际青少儿英语测评（PTE YL）制定相关标准。关键词教育强大的国际顾问团队、专业的中外师资及教研团队，开发了一系列教研产品，并研发出一套对标美国蓝思分级阅读的乔希分级阅读体系。', '  ', '关键词教育旗下青少儿英语培训中心在深圳于2010年成立，为中国青少儿提供专业权威的综合英语培训服务。关键词青少儿英语培训中心由各地教育局颁发教学许可证，是基于培生全球标准授课模式的正规英语学校。我们全方位的课程服务，完善的分级阅读体系，以及系统的研学项目，为中国孩子更好地学习地道的英语提供了强有力的保证。', '岗位职责：', '1.监督管理日常教学教务工作，确保团队的高效完成教学教务任务与目标；', '2.教学团队的监督和考核评价体系的执行，定期对教学质量进行跟踪并反馈；', '3.主导开展各中心教研活动，把握教学方向，为新课程、新产品研发提供方案；', '4.培训和支持团队成员，提高教师的综合素养与技能，帮助自我职业发展；', '5.教学团队建设，维持优秀的团队与员工稳定性，控制人员流动率；', '6.完成领导随时交办的工作.', '任职资格：', '1.具有3-18岁青少儿英语教学经验，至少1年培训中心中外教团队管理经验；', '2.丰富的教研经验，对课外辅导教学教研工作有较深的积累和研究；', '3.优秀的英语综合能力，对文化差异有一定了解；', '4.具备较强的决策能力，能在忙碌和多变的环境下冷静工作，能同时处理多项任务；', '5.激励积极的，富有精力和创造力，有丰富的常识和认知，对客户、学员、家长的需求敏感；', '6.优秀的沟通和人际交往能力.', '【公司福利】', '1.社会福利：入职购买五险一金。', '2.节日福利：国家法定节假日、10天带薪年假及最长产假。', '3.员工活动：公司/部门定期组织年度旅游、', '不定期组织员工聚餐、户外/户内活动等。', '4.节日福利：中秋节、端午节、春节等假期发放礼品。', '5.生日福利：定期为生日员工举行生日会，包括生日蛋糕、生日礼物等。', '6.晋升发展：每年1-2次加薪及多次晋升机会。', '7.职业成长：可持续发展的职业规划和分层勒的基础培训体系以及培生、牛津大学和美国国家地理等培训师一起学习机会。', '8.出国机会：欧美澳洲全球游学领队和英国公派出差机会。', '9.子女教育：提供员工子女教育基金', '10.住房福利：根据员工的积分可提供广州公租住房。']"
西安劲拓森环保科技有限公司,150-500人,创业公司,西安-碑林区,渠道销售专员+五险一金,4.5-6千/月,"['薪资待遇', '1.实习期3000+（包住宿）', '2、，国家法定假日正常休息，公司提供省内外免费旅游活动。', '3、关怀性企业文化：免费住宿＋餐补+话补＋交补+高温补助＋五险一金＋免费培训＋节假日礼品＋家属活动等', '4、免费提供培训和住宿（家电齐全，温馨舒适），国内外学习进修机会及2~3次旅游，优秀者给予巨大的发展空间和晋升机会。', '任职要求：', '1、28岁以下，专业不限，有无经验均可。', '2、反应敏捷，表达能力强，具有较强的沟通能力。', '3、具有良好的客户服务意识，有责任心，吃苦耐劳，抗压能力强。', '4、应届毕业生，退伍军人优先。', '5、混底薪者勿扰，能力有多大，公司给予的平台就有多大。', '岗位职责', '1.熟悉市场营销模式', '2.熟悉运作模式', '3.了解客户需求，制定执行业务计划，完成销售目标', '地址：南稍门中贸广场15号楼2单元1409室']"
浙江邦诚服装有限公司,150-500人,民营公司,嘉兴,AD（销售助理）,4.5-6千/月,"['1.每月自己管辖区域店铺薪资核算，以及店铺报销费用核对\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\xa02.负责每月店铺ERP盘点，差异处理以及数据导表\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '3.店铺大货以及辅料的配发，店铺退货的审核\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '4.店铺畅滞销货品的调拨以及日常断码货品补充\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '5.店铺客诉返修货品处理以及系统做帐\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\xa06.店铺日常奖励的核查发放\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '7.店铺日常事务性工作的对接和处理\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\xa08.公司每年订货会的领队以及特卖会的销售工作']"
